fiscal_date,end_cash_position,income_tax_paid,interest_paid,free_cash_flow,operating_activities.net_income,operating_activities.depreciation,operating_activities.deferred_taxes,operating_activities.stock_based_compensation,operating_activities.other_non_cash_items,operating_activities.accounts_receivable,operating_activities.accounts_payable,operating_activities.other_assets_liabilities,operating_activities.operating_cash_flow,investing_activities.capital_expenditures,investing_activities.net_intangibles,investing_activities.net_acquisitions,investing_activities.purchase_of_investments,investing_activities.sale_of_investments,investing_activities.other_investing_activity,investing_activities.investing_cash_flow,financing_activities.long_term_debt_issuance,financing_activities.long_term_debt_payments,financing_activities.short_term_debt_issuance,financing_activities.common_stock_issuance,financing_activities.common_stock_repurchase,financing_activities.common_dividends,financing_activities.other_financing_charges,financing_activities.financing_cash_flow,symbol,name,currency,exchange,mic_code,exchange_timezone,period
2021-12-31,14487000000,4768000000,990000000,19758000000,20878000000,7390000000,-2079000000,1135000000,,-2402000000,,-4273000000,20649000000,-3652000000,0.0,-60000000,-30394000000,25006000000,417000000,-8683000000,5000000,-2992000000,807000000,0.0,-3456000000,-11032000000,395000000,-16273000000,JNJ,Johnson & Johnson,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,14127000000,5223000000,982000000,17185000000,17941000000,6970000000,-1663000000,1138000000,,-1290000000,,-3819000000,19277000000,-4009000000,0.0,-17652000000,-32384000000,41609000000,65000000,-12371000000,2000000,-8684000000,9584000000,0.0,-6035000000,-11682000000,65000000,-16750000000,JNJ,Johnson & Johnson,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,21859000000,8574000000,1836000000,17778000000,35153000000,7486000000,-4194000000,1162000000,483000000.0,-624000000,,785000000,40251000000,-4543000000,-470000000.0,0,-10906000000,19390000000,-2593000000,1348000000,0,-24524000000,-1183000000,4241000000.0,-5054000000,-11770000000,-1602000000,-39892000000,JNJ,Johnson & Johnson,USD,NYSE,XNYS,America/New_York,Annual
2021-01-31,7895000000,4654000000,1241000000,16376000000,12866000000,2519000000,-569000000.0,310000000,121000000,-465000000,5118000000,-1481000000,18419000000,,,-7780000000,,,73000000,-7707000000,7933000000,-2872000000,-974000000,326000000,-791000000,-6451000000,-154000000,-2983000000,HD,Home Depot Inc-The,USD,NYSE,XNYS,America/New_York,Annual
2022-01-31,2343000000,5504000000,1269000000,14005000000,16433000000,2862000000,-276000000.0,399000000,196000000,-435000000,2401000000,-5234000000,16346000000,,,-421000000,,,18000000,-403000000,2979000000,-1532000000,1035000000,337000000,-14809000000,-6985000000,-145000000,-19120000000,HD,Home Depot Inc-The,USD,NYSE,XNYS,America/New_York,Annual
2023-01-31,2757000000,5435000000,1449000000,11496000000,17105000000,2975000000,,366000000,271000000,111000000,-2577000000,-3529000000,14722000000,,,0,,,-21000000,-21000000,6942000000,-2491000000,-1035000000,264000000,-6696000000,-7789000000,-188000000,-10993000000,HD,Home Depot Inc-The,USD,NYSE,XNYS,America/New_York,Annual
2020-06-30,16181000000,3550000000,434000000,14330000000,13103000000,3013000000,-596000000,558000000,108000000,634000000,1923000000,-1347000000,17396000000,,,-58000000,-5000000.0,6151000000.0,30000000,6118000000,4951000000,-15431000000,2345000000,,-7405000000,-7789000000,,-23329000000,PG,Procter & Gamble Co-The,USD,NYSE,XNYS,America/New_York,Annual
2021-06-30,10288000000,3822000000,531000000,15584000000,14352000000,2735000000,-258000000,540000000,135000000,-342000000,1391000000,-678000000,17875000000,,,-34000000,-55000000.0,0.0,-13000000,-102000000,4417000000,-15995000000,-3333000000,,-11009000000,-8263000000,,-34183000000,PG,Procter & Gamble Co-The,USD,NYSE,XNYS,America/New_York,Annual
2022-06-30,7214000000,3818000000,451000000,13567000000,14793000000,2807000000,-402000000,528000000,229000000,-694000000,1429000000,-1882000000,16808000000,,,-1381000000,0.0,3000000.0,113000000,-1265000000,4385000000,-13821000000,-150000000,,-10003000000,-8770000000,,-28359000000,PG,Procter & Gamble Co-The,USD,NYSE,XNYS,America/New_York,Annual
2023-06-30,8246000000,4278000000,721000000,13786000000,14738000000,2714000000,-453000000,545000000,564000000,-307000000,313000000,-1226000000,16888000000,,,-765000000,,,327000000,-438000000,3997000000,-18228000000,818000000,,-7353000000,-8999000000,,-29765000000,PG,Procter & Gamble Co-The,USD,NYSE,XNYS,America/New_York,Annual
2020-08-31,12277000000,1052000000,124000000,6051000000,4059000000,1645000000,104000000.0,619000000,236000000,,2261000000,-63000000,8861000000,-2810000000,,-1163000000.0,-1626000000,1678000000,30000000,-3891000000,3992000000.0,-3200000000,137000000,,-196000000,-1479000000,-264000000,-1010000000,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2021-08-31,11258000000,1527000000,149000000,5370000000,5079000000,1781000000,59000000.0,665000000,286000000,,1838000000,-835000000,8873000000,-3588000000,,0.0,-1331000000,1446000000,-62000000,-3535000000,188000000.0,-161000000,41000000,,-496000000,-5748000000,-124000000,-6300000000,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2022-08-31,10203000000,1940000000,145000000,3501000000,5915000000,1900000000,-37000000.0,724000000,377000000,,1891000000,-3454000000,7316000000,-3891000000,,0.0,-1121000000,1145000000,-48000000,-3915000000,0.0,-982000000,47000000,,-439000000,-1498000000,-1417000000,-4289000000,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2023-08-31,13700000000,2234000000,125000000,6745000000,6292000000,2077000000,,774000000,412000000,,-382000000,1400000000,10573000000,-4323000000,,,-1622000000,937000000,36000000,-4972000000,,-1301000000,-18000000,,-676000000,-1251000000,-303000000,-3549000000,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS,America/New_York,Annual
2020-03-31,4098450000000,,,-1348080000000,2111125000000,1595347000000,681817000000,,-193046000000,-957154000000,-76410000000.0,-233330000000,2928349000000,-2002442000000,-304992000000,-14763000000.0,-2405337000000,2375648000000,212473000000,-1834421000000,5690569000000,-4456913000000,279033000000,,-476129000000.0,-618801000000,-54955000000,362804000000,TM,Toyota Motor Corp,JPY,NYSE,XNYS,America/New_York,Annual
2021-03-31,5100857000000,,,-1040783000000,2282378000000,1644290000000,649976000000,,-236861000000,-1238621000000,,-209083000000,2892079000000,-2077257000000,-278447000000,,-2729171000000,2061918000000,-1661218000000,-4405728000000,9656216000000,-5416376000000,-1038438000000,,,-625514000000,-36598000000,2539290000000,TM,Toyota Motor Corp,JPY,NYSE,XNYS,America/New_York,Annual
2022-03-31,6113655000000,,,-107629000000,2874614000000,1821880000000,1115918000000,,-354104000000,-1094582000000,,-188484000000,4175242000000,-1904278000000,-346085000000,,-2427911000000,2202637000000,1898141000000,-231411000000,8122678000000,-8843665000000,-579216000000,,,-709872000000,-51723000000,-2061798000000,TM,Toyota Motor Corp,JPY,NYSE,XNYS,America/New_York,Annual
2023-03-31,7516966000000,,,-750756000000,2492967000000,2039904000000,1175765000000,,-694330000000,-2292720000000,,77838000000,2799424000000,-1641955000000,-348280000000,,-1150214000000,1333729000000,207830000000,-1250610000000,9276918000000,-8353033000000,239689000000,,,-727980000000,-60675000000,374919000000,TM,Toyota Motor Corp,JPY,NYSE,XNYS,America/New_York,Annual
2020-12-31,1595000000,8000000,31000000,777000000,2490000000,354000000,-1223000000,274000000,22000000,-209000000,-513000000,-417000000,778000000,-294000000,,0,-850000000,192000000,,-952000000,200000000,-200000000,200000000.0,,-78000000,,-1000000.0,121000000,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,2535000000,35000000,25000000,3220000000,3162000000,463000000,308000000,379000000,-2000000,-632000000,801000000,-556000000,3923000000,-301000000,,0,-2056000000,1678000000,-7000000.0,-686000000,0,0,0.0,,-1999000000,,,-1999000000,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,4835000000,685000000,85000000,3115000000,1320000000,4262000000,-1505000000,1081000000,175000000,-1104000000,931000000,-1401000000,3759000000,-450000000,,822000000,-2667000000,4310000000,-16000000.0,1999000000,991000000,-312000000,,,-4108000000,,-2000000.0,-3431000000,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,3933000000,523000000,84000000,1121000000,854000000,3551000000,-1019000000,1384000000,-64000000,-1257000000,-419000000,-580000000,2450000000,-546000000,,-131000000,-3722000000,2987000000,-11000000.0,-1423000000,0,0,,,-1412000000,,-2000000.0,-1414000000,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,8153000000,,,5824000000,4523000000,3486000000,-566000000,441000000,3954000000,-1002000000,684000000,-3945000000,7575000000,,,-6606000000,-1095000000,2812000000,125000000,-4764000000,4419000000,-1957000000,2549000000,,-1281000000,-6215000000,-436000000,-2921000000,MRK,Merck & Co Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,8167000000,,,9661000000,12358000000,3214000000,187000000,479000000,2361000000,-2033000000,405000000,-1948000000,15023000000,,,-12907000000,-1000000,1026000000,-91000000,-11973000000,7936000000,-2319000000,-3986000000,,-840000000,-6610000000,8714000000,2895000000,MRK,Merck & Co Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,12773000000,,,14707000000,14526000000,3909000000,-1568000000,541000000,1301000000,-644000000,-289000000,-2179000000,15597000000,,,-121000000,-1204000000,721000000,32000000,-572000000,0,-2251000000,0,,0,-7012000000,-240000000,-9503000000,MRK,Merck & Co Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,6909000000,,,9143000000,377000000,3872000000,-1899000000,645000000,11764000000,-1148000000,-380000000,-2674000000,10557000000,,,-12032000000,-955000000,2803000000,-36000000,-10220000000,5939000000,-1755000000,0,,-1346000000,-7445000000,-328000000,-4935000000,MRK,Merck & Co Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,8449000000,1674000000,2619000000,16790000000,4622000000,6471000000,-2325000000,753000000,7992000000,-929000000,1514000000,-613000000,17485000000,-798000000,,-39610000000,-61000000,1525000000,1387000000,-37557000000,3000000000,-5683000000,0.0,,-978000000,-7716000000,-333000000,-11710000000,ABBV,AbbVie Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,9746000000,3648000000,2712000000,21990000000,11549000000,8521000000,-898000000,692000000,3999000000,-1321000000,1719000000,-1432000000,22829000000,-787000000,,-1902000000,-119000000,98000000,366000000,-2344000000,1000000000,-9414000000,0.0,,-934000000,-9261000000,-674000000,-19283000000,ABBV,AbbVie Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,9201000000,2988000000,2546000000,24248000000,11845000000,8467000000,-1931000000,671000000,3144000000,-1455000000,1769000000,-144000000,22366000000,-695000000,,-794000000,-1438000000,1530000000,774000000,-623000000,2000000000,-14433000000,,,-1487000000,-10043000000,-1102000000,-25065000000,ABBV,AbbVie Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,12814000000,4702000000,2469000000,22062000000,4873000000,8698000000,-2889000000,747000000,4811000000,66000000,3840000000,-905000000,19241000000,-777000000,,-1223000000,-77000000,55000000,13000000,-2009000000,0,-4149000000,,,-1972000000,-10539000000,-742000000,-17402000000,ABBV,AbbVie Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-05-31,37239000000,3218000000,1972000000,11575000000,10135000000,2968000000,-851000000,1590000000,239000000,-445000000,-496000000,-222000000,12918000000,,,-124000000,-5731000000,17262000000,,11407000000,19888000000,-4500000000,,1588000000,-19905000000,-3070000000,-133000000,-6132000000,ORCL,Oracle Corp,USD,NYSE,XNYS,America/New_York,Annual
2021-05-31,30098000000,3189000000,2408000000,13752000000,13746000000,2916000000,-2425000000,1837000000,-39000000,333000000,-23000000,405000000,16750000000,,,-41000000,-37982000000,27060000000,,-10963000000,14934000000,-2631000000,0.0,1786000000,-21600000000,-3063000000,196000000,-10378000000,ORCL,Oracle Corp,USD,NYSE,XNYS,America/New_York,Annual
2022-05-31,21383000000,2567000000,2735000000,5028000000,6717000000,3122000000,-1146000000,2613000000,220000000,-874000000,-733000000,7000000,9926000000,,,-148000000,-10272000000,26151000000,,15731000000,0,-8250000000,0.0,482000000,-17341000000,-3457000000,-560000000,-29126000000,ORCL,Oracle Corp,USD,NYSE,XNYS,America/New_York,Annual
2023-05-31,9765000000,3009000000,3250000000,8470000000,8503000000,6108000000,-2167000000,3547000000,661000000,-151000000,-281000000,781000000,17001000000,,,-27721000000,-1181000000,1113000000,,-27789000000,33494000000,-21050000000,500000000.0,1192000000,-2503000000,-3668000000,-55000000,7910000000,ORCL,Oracle Corp,USD,NYSE,XNYS,America/New_York,Annual
2021-01-31,6195000000,216000000,96000000,4091000000,4072000000,2846000000,-2003000000,2190000000,1058000000,-1556000000,1100000000,-603000000,7104000000,,,-1281000000,-5902000000,3922000000,,-3261000000,,-127000000,,,0,,-103000000.0,-230000000,CRM,salesforce.com Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-01-31,5464000000,196000000,187000000,5283000000,1444000000,3298000000,0,2779000000,1348000000,-1824000000,507000000,-455000000,7097000000,,,-14876000000,-7392000000,8449000000,,-13819000000,7906000000.0,-1357000000,,,0,,,6549000000,CRM,salesforce.com Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-01-31,7016000000,510000000,275000000,6313000000,208000000,3786000000,0,3279000000,1668000000,-995000000,528000000,-1300000000,7174000000,,,-439000000,-5327000000,4575000000,,-1191000000,0.0,-423000000,,,-4000000000,,,-4423000000,CRM,salesforce.com Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,6737000000,2987000000,720000000,1655000000,-5561000000,20544000000,-3604000000,,-1784000000,2423000000,-3576000000,332000000,8774000000,,,450000000,0,35000000,1472000000,1957000000,12308000000,-15684000000,651000000,,-1757000000,-9651000000,-24000000,-14157000000,CVX,Chevron Corp,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,6795000000,4355000000,699000000,21131000000,15689000000,18043000000,700000000,,-1879000000,-7548000000,5475000000,-530000000,29950000000,,,439000000,-4000000,3000000,1753000000,2191000000,0,-17384000000,-5572000000,,-1383000000,-10179000000,-36000000,-34554000000,CVX,Chevron Corp,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,19121000000,9148000000,525000000,37628000000,35608000000,16805000000,2124000000,,-1918000000,-2317000000,2750000000,-930000000,52122000000,,,-1662000000,-7000000,124000000,1411000000,-134000000,0,-8742000000,263000000,,-11255000000,-10968000000,-114000000,-30816000000,CVX,Chevron Corp,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,9275000000,10416000000,465000000,19780000000,21411000000,17762000000,298000000,,-370000000,1187000000,-49000000,-320000000,39919000000,,,278000000,-289000000,464000000,144000000,597000000,150000000,-4340000000,135000000,,-14939000000,-11336000000,-40000000,-30370000000,CVX,Chevron Corp,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,380463000000,2894000000,8662000000,37993000000,17894000000,1843000000,-1737000000,2031000000,3278000000,,,4059000000,27368000000,,,,-452412000000,262443000000,-3489000000,-193458000000,57013000000,-47948000000,-4893000000,2181000000,-8097000000,-7727000000,-601000000,-10072000000,BAC,Bank of America Corp,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,348221000000,2760000000,4506000000,-7193000000,31978000000,1898000000,-838000000,2768000000,-4300000000,,,-56559000000,-25053000000,,,,-601134000000,291389000000,-3479000000,-313224000000,76675000000,-46826000000,4432000000,2169000000,-27097000000,-8055000000,-620000000,678000000,BAC,Bank of America Corp,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,230203000000,2288000000,18526000000,-6327000000,27528000000,1978000000,739000000,2862000000,7927000000,,,-74973000000,-33939000000,,,,-159058000000,243161000000,-4612000000,79491000000,65910000000,-34055000000,3179000000,4426000000,-5727000000,-8576000000,-312000000,24845000000,BAC,Bank of America Corp,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,333073000000,3405000000,69604000000,44982000000,26515000000,2057000000,-2011000000,2942000000,8349000000,,,20447000000,58299000000,,,,-291057000000,286819000000,-5258000000,-9496000000,65396000000,-44571000000,5162000000,0,-4576000000,-9087000000,-717000000,11607000000,BAC,Bank of America Corp,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,8238870000,291582000,762904000,1929154000,2761395000,10922622000,70066000,415180000,-12243591000,,-41605000,-188451000,1695616000,-497923000,,0,,,-7431000.0,-505354000,1009464000.0,0,,235406000,0,,-7559000.0,1237311000,NFLX,Netflix Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,6055111000,509265000,763432000,-131975000,5116228000,12438779000,199548000,403220000,-17092527000,,145115000,-567430000,642933000,-524585000,,-788349000,0.0,0.0,-26919000.0,-1339853000,0.0,-500000000,,174414000,-600022000,,-224168000.0,-1149776000,NFLX,Netflix Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,5170582000,811720000,701693000,1618528000,4491924000,14362814000,-166550000,575452000,-16126185000,,-158543000,-544031000,2434881000,-407729000,,-757387000,-911276000.0,0.0,,-2076392000,0.0,-700000000,,35746000,0,,,-664254000,NFLX,Netflix Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,7118515000,1154973000,684504000,6925749000,5407990000,14554384000,-459359000,339368000,-12628230000,,93502000,-313215000,6994440000,-348552000,,0,-504862000.0,1395165000.0,,541751000,,0,,169990000,-6045347000,,-75446000.0,-5950803000,NFLX,Netflix Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-11-30,4478000000,469000000,88000000,5308000000,5260000000,757000000,-1501000000,909000000,40000000,106000000,96000000,258000000,5925000000,-419000000,,0,-1086000000,1091000000,,-414000000,3144000000.0,-3150000000,,270000000,-3050000000,,-702000000,-3488000000,ADBE,Adobe Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-11-30,3844000000,843000000,100000000,6882000000,4822000000,788000000,183000000,1069000000,7000000,-430000000,-20000000,1053000000,7472000000,-348000000,,-2682000000,-1575000000,1068000000,,-3537000000,0.0,0,,291000000,-3950000000,,-642000000,-4301000000,ADBE,Adobe Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-11-30,4236000000,778000000,103000000,7396000000,4756000000,856000000,328000000,1440000000,10000000,-198000000,66000000,536000000,7794000000,-442000000,,-126000000,-955000000,953000000,,-570000000,0.0,0,,278000000,-6550000000,,-553000000,-6825000000,ADBE,Adobe Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-11-30,7141000000,1854000000,106000000,6942000000,5428000000,872000000,-426000000,1718000000,3000000,-159000000,-49000000,536000000,7923000000,-360000000,,0,-53000000,1189000000,,776000000,,-500000000,,314000000,-4400000000,,-596000000,-5182000000,ADBE,Adobe Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,7110000000,,,8667000000,7768000000,1536000000,-18000000,126000000,341000000,882000000,-860000000,1113000000,10888000000,-988000000,,-863000000,-13583000000,13835000000,122000000,-1477000000,26934000000,-28796000000,,647000000,-118000000,-7047000000,310000000,-8070000000,KO,Coca-Cola Co-The,USD,NYSE,XNYS,America/New_York,Annual
